id,base,token,url,@image
54,CANOAS,ipAuLpyMxToBPlEi,https://qr-pascoa.vercel.app/pascoa?t=ipAuLpyMxToBPlEi,C:\Users\leonardo.maciel\Desktop\Pascoa\qr-pascoa\qrcodes\png\qr_54_CANOAS_ipAuLp.png
55,CANOAS,O8vlwQUjK1v8xx_T,https://qr-pascoa.vercel.app/pascoa?t=O8vlwQUjK1v8xx_T,C:\Users\leonardo.maciel\Desktop\Pascoa\qr-pascoa\qrcodes\png\qr_55_CANOAS_O8vlwQ.png
56,CANOAS,U2CRkNfcyovubUvw,https://qr-pascoa.vercel.app/pascoa?t=U2CRkNfcyovubUvw,C:\Users\leonardo.maciel\Desktop\Pascoa\qr-pascoa\qrcodes\png\qr_56_CANOAS_U2CRkN.png
57,CANOAS,kUwpudhesFdJBbzh,https://qr-pascoa.vercel.app/pascoa?t=kUwpudhesFdJBbzh,C:\Users\leonardo.maciel\Desktop\Pascoa\qr-pascoa\qrcodes\png\qr_57_CANOAS_kUwpud.png
58,CANOAS,NIciTEHRrwiNFGs6,https://qr-pascoa.vercel.app/pascoa?t=NIciTEHRrwiNFGs6,C:\Users\leonardo.maciel\Desktop\Pascoa\qr-pascoa\qrcodes\png\qr_58_CANOAS_NIciTE.png
59,CANOAS,W0-Z_d2FlYYX2qV3,https://qr-pascoa.vercel.app/pascoa?t=W0-Z_d2FlYYX2qV3,C:\Users\leonardo.maciel\Desktop\Pascoa\qr-pascoa\qrcodes\png\qr_59_CANOAS_W0-Z_d.png
60,CANOAS,p7xFTIYMrhIORsGk,https://qr-pascoa.vercel.app/pascoa?t=p7xFTIYMrhIORsGk,C:\Users\leonardo.maciel\Desktop\Pascoa\qr-pascoa\qrcodes\png\qr_60_CANOAS_p7xFTI.png
61,CANOAS,znQVGSbs2XwMJwVU,https://qr-pascoa.vercel.app/pascoa?t=znQVGSbs2XwMJwVU,C:\Users\leonardo.maciel\Desktop\Pascoa\qr-pascoa\qrcodes\png\qr_61_CANOAS_znQVGS.png
62,CANOAS,Xn35YHDnwYDYW8_b,https://qr-pascoa.vercel.app/pascoa?t=Xn35YHDnwYDYW8_b,C:\Users\leonardo.maciel\Desktop\Pascoa\qr-pascoa\qrcodes\png\qr_62_CANOAS_Xn35YH.png
63,CANOAS,9nustxd1VdIHbCEf,https://qr-pascoa.vercel.app/pascoa?t=9nustxd1VdIHbCEf,C:\Users\leonardo.maciel\Desktop\Pascoa\qr-pascoa\qrcodes\png\qr_63_CANOAS_9nustx.png
64,CANOAS,XSjp4k4ZXpc5ngNf,https://qr-pascoa.vercel.app/pascoa?t=XSjp4k4ZXpc5ngNf,C:\Users\leonardo.maciel\Desktop\Pascoa\qr-pascoa\qrcodes\png\qr_64_CANOAS_XSjp4k.png
65,CANOAS,Gylne0x6TpNBr-QS,https://qr-pascoa.vercel.app/pascoa?t=Gylne0x6TpNBr-QS,C:\Users\leonardo.maciel\Desktop\Pascoa\qr-pascoa\qrcodes\png\qr_65_CANOAS_Gylne0.png
66,CANOAS,hj676I0wjBX1jIXd,https://qr-pascoa.vercel.app/pascoa?t=hj676I0wjBX1jIXd,C:\Users\leonardo.maciel\Desktop\Pascoa\qr-pascoa\qrcodes\png\qr_66_CANOAS_hj676I.png
67,CANOAS,m-IwziFV8RnkxUBx,https://qr-pascoa.vercel.app/pascoa?t=m-IwziFV8RnkxUBx,C:\Users\leonardo.maciel\Desktop\Pascoa\qr-pascoa\qrcodes\png\qr_67_CANOAS_m-Iwzi.png
68,CANOAS,bzVyp409Zw173vdb,https://qr-pascoa.vercel.app/pascoa?t=bzVyp409Zw173vdb,C:\Users\leonardo.maciel\Desktop\Pascoa\qr-pascoa\qrcodes\png\qr_68_CANOAS_bzVyp4.png
69,CANOAS,KozhStfqvT0Ey-jS,https://qr-pascoa.vercel.app/pascoa?t=KozhStfqvT0Ey-jS,C:\Users\leonardo.maciel\Desktop\Pascoa\qr-pascoa\qrcodes\png\qr_69_CANOAS_KozhSt.png
70,CANOAS,2aXPkGEvFZmxj_q6,https://qr-pascoa.vercel.app/pascoa?t=2aXPkGEvFZmxj_q6,C:\Users\leonardo.maciel\Desktop\Pascoa\qr-pascoa\qrcodes\png\qr_70_CANOAS_2aXPkG.png
71,CANOAS,AarrZ5CSq__I5_ZS,https://qr-pascoa.vercel.app/pascoa?t=AarrZ5CSq__I5_ZS,C:\Users\leonardo.maciel\Desktop\Pascoa\qr-pascoa\qrcodes\png\qr_71_CANOAS_AarrZ5.png
72,CANOAS,O1yYH-Gi4T5wYxRK,https://qr-pascoa.vercel.app/pascoa?t=O1yYH-Gi4T5wYxRK,C:\Users\leonardo.maciel\Desktop\Pascoa\qr-pascoa\qrcodes\png\qr_72_CANOAS_O1yYH-.png
73,CANOAS,lJdxKyF-5QV6R6jZ,https://qr-pascoa.vercel.app/pascoa?t=lJdxKyF-5QV6R6jZ,C:\Users\leonardo.maciel\Desktop\Pascoa\qr-pascoa\qrcodes\png\qr_73_CANOAS_lJdxKy.png
74,CANOAS,Qmb13F0vAVcAsvfp,https://qr-pascoa.vercel.app/pascoa?t=Qmb13F0vAVcAsvfp,C:\Users\leonardo.maciel\Desktop\Pascoa\qr-pascoa\qrcodes\png\qr_74_CANOAS_Qmb13F.png
75,CANOAS,NYACTdEaMvIxJuVg,https://qr-pascoa.vercel.app/pascoa?t=NYACTdEaMvIxJuVg,C:\Users\leonardo.maciel\Desktop\Pascoa\qr-pascoa\qrcodes\png\qr_75_CANOAS_NYACTd.png
76,CANOAS,8hdBmGNNmo1EoAF2,https://qr-pascoa.vercel.app/pascoa?t=8hdBmGNNmo1EoAF2,C:\Users\leonardo.maciel\Desktop\Pascoa\qr-pascoa\qrcodes\png\qr_76_CANOAS_8hdBmG.png
77,CANOAS,ZVb7xB6azdDLRov7,https://qr-pascoa.vercel.app/pascoa?t=ZVb7xB6azdDLRov7,C:\Users\leonardo.maciel\Desktop\Pascoa\qr-pascoa\qrcodes\png\qr_77_CANOAS_ZVb7xB.png
78,CANOAS,6vU0BtNFv-ueP2AH,https://qr-pascoa.vercel.app/pascoa?t=6vU0BtNFv-ueP2AH,C:\Users\leonardo.maciel\Desktop\Pascoa\qr-pascoa\qrcodes\png\qr_78_CANOAS_6vU0Bt.png
79,CANOAS,9n8gHr1FSjOjW8IG,https://qr-pascoa.vercel.app/pascoa?t=9n8gHr1FSjOjW8IG,C:\Users\leonardo.maciel\Desktop\Pascoa\qr-pascoa\qrcodes\png\qr_79_CANOAS_9n8gHr.png
80,CANOAS,2rAnUe5f9FC4yfCC,https://qr-pascoa.vercel.app/pascoa?t=2rAnUe5f9FC4yfCC,C:\Users\leonardo.maciel\Desktop\Pascoa\qr-pascoa\qrcodes\png\qr_80_CANOAS_2rAnUe.png
81,CANOAS,D2l6TEQbw7BI8Nln,https://qr-pascoa.vercel.app/pascoa?t=D2l6TEQbw7BI8Nln,C:\Users\leonardo.maciel\Desktop\Pascoa\qr-pascoa\qrcodes\png\qr_81_CANOAS_D2l6TE.png
82,CANOAS,i2CrOQ_02LaPGbL4,https://qr-pascoa.vercel.app/pascoa?t=i2CrOQ_02LaPGbL4,C:\Users\leonardo.maciel\Desktop\Pascoa\qr-pascoa\qrcodes\png\qr_82_CANOAS_i2CrOQ.png
83,CANOAS,_biWl_IMjiSqfHv5,https://qr-pascoa.vercel.app/pascoa?t=_biWl_IMjiSqfHv5,C:\Users\leonardo.maciel\Desktop\Pascoa\qr-pascoa\qrcodes\png\qr_83_CANOAS__biWl_.png
84,CANOAS,5k4GB_KToPMUhj8U,https://qr-pascoa.vercel.app/pascoa?t=5k4GB_KToPMUhj8U,C:\Users\leonardo.maciel\Desktop\Pascoa\qr-pascoa\qrcodes\png\qr_84_CANOAS_5k4GB_.png
85,CANOAS,7nsyKYdSbfj2uC3E,https://qr-pascoa.vercel.app/pascoa?t=7nsyKYdSbfj2uC3E,C:\Users\leonardo.maciel\Desktop\Pascoa\qr-pascoa\qrcodes\png\qr_85_CANOAS_7nsyKY.png
86,CANOAS,X6fZ_8kP7uq8Atlr,https://qr-pascoa.vercel.app/pascoa?t=X6fZ_8kP7uq8Atlr,C:\Users\leonardo.maciel\Desktop\Pascoa\qr-pascoa\qrcodes\png\qr_86_CANOAS_X6fZ_8.png
87,CANOAS,g3Azp9WcLrJuDBQb,https://qr-pascoa.vercel.app/pascoa?t=g3Azp9WcLrJuDBQb,C:\Users\leonardo.maciel\Desktop\Pascoa\qr-pascoa\qrcodes\png\qr_87_CANOAS_g3Azp9.png
88,CANOAS,a-mLQl1q6FPU5f91,https://qr-pascoa.vercel.app/pascoa?t=a-mLQl1q6FPU5f91,C:\Users\leonardo.maciel\Desktop\Pascoa\qr-pascoa\qrcodes\png\qr_88_CANOAS_a-mLQl.png
89,CANOAS,BvgMFBDphulDVqe2,https://qr-pascoa.vercel.app/pascoa?t=BvgMFBDphulDVqe2,C:\Users\leonardo.maciel\Desktop\Pascoa\qr-pascoa\qrcodes\png\qr_89_CANOAS_BvgMFB.png
90,CANOAS,79V3sNRAHIYslEK8,https://qr-pascoa.vercel.app/pascoa?t=79V3sNRAHIYslEK8,C:\Users\leonardo.maciel\Desktop\Pascoa\qr-pascoa\qrcodes\png\qr_90_CANOAS_79V3sN.png
91,CANOAS,cA4vb45je2FObdEj,https://qr-pascoa.vercel.app/pascoa?t=cA4vb45je2FObdEj,C:\Users\leonardo.maciel\Desktop\Pascoa\qr-pascoa\qrcodes\png\qr_91_CANOAS_cA4vb4.png
92,CANOAS,0F81G5G-b6uUp7h5,https://qr-pascoa.vercel.app/pascoa?t=0F81G5G-b6uUp7h5,C:\Users\leonardo.maciel\Desktop\Pascoa\qr-pascoa\qrcodes\png\qr_92_CANOAS_0F81G5.png
93,CANOAS,6TPIf6DCSx_wDiIh,https://qr-pascoa.vercel.app/pascoa?t=6TPIf6DCSx_wDiIh,C:\Users\leonardo.maciel\Desktop\Pascoa\qr-pascoa\qrcodes\png\qr_93_CANOAS_6TPIf6.png
94,CANOAS,8eqmnwxTxY6c6tLZ,https://qr-pascoa.vercel.app/pascoa?t=8eqmnwxTxY6c6tLZ,C:\Users\leonardo.maciel\Desktop\Pascoa\qr-pascoa\qrcodes\png\qr_94_CANOAS_8eqmnw.png
95,CANOAS,evB0aVyntMb3JYou,https://qr-pascoa.vercel.app/pascoa?t=evB0aVyntMb3JYou,C:\Users\leonardo.maciel\Desktop\Pascoa\qr-pascoa\qrcodes\png\qr_95_CANOAS_evB0aV.png
96,CANOAS,-caRFZ-NMh73dBGp,https://qr-pascoa.vercel.app/pascoa?t=-caRFZ-NMh73dBGp,C:\Users\leonardo.maciel\Desktop\Pascoa\qr-pascoa\qrcodes\png\qr_96_CANOAS_-caRFZ.png
97,CANOAS,wUSIQ0ae4iwIzU6r,https://qr-pascoa.vercel.app/pascoa?t=wUSIQ0ae4iwIzU6r,C:\Users\leonardo.maciel\Desktop\Pascoa\qr-pascoa\qrcodes\png\qr_97_CANOAS_wUSIQ0.png
98,CANOAS,vSAAezAY43yFgeEV,https://qr-pascoa.vercel.app/pascoa?t=vSAAezAY43yFgeEV,C:\Users\leonardo.maciel\Desktop\Pascoa\qr-pascoa\qrcodes\png\qr_98_CANOAS_vSAAez.png
99,CANOAS,y_i--yzr8HEIMYap,https://qr-pascoa.vercel.app/pascoa?t=y_i--yzr8HEIMYap,C:\Users\leonardo.maciel\Desktop\Pascoa\qr-pascoa\qrcodes\png\qr_99_CANOAS_y_i--y.png
100,SL,MhBLd3Qlbvfyw8aw,https://qr-pascoa.vercel.app/pascoa?t=MhBLd3Qlbvfyw8aw,C:\Users\leonardo.maciel\Desktop\Pascoa\qr-pascoa\qrcodes\png\qr_100_SL_MhBLd3.png
101,SL,d3WqWeu95GF1hCOI,https://qr-pascoa.vercel.app/pascoa?t=d3WqWeu95GF1hCOI,C:\Users\leonardo.maciel\Desktop\Pascoa\qr-pascoa\qrcodes\png\qr_101_SL_d3WqWe.png
102,SL,-60f0JWRDss3QFqh,https://qr-pascoa.vercel.app/pascoa?t=-60f0JWRDss3QFqh,C:\Users\leonardo.maciel\Desktop\Pascoa\qr-pascoa\qrcodes\png\qr_102_SL_-60f0J.png
103,SL,5oxfDW_1UW9zLOs2,https://qr-pascoa.vercel.app/pascoa?t=5oxfDW_1UW9zLOs2,C:\Users\leonardo.maciel\Desktop\Pascoa\qr-pascoa\qrcodes\png\qr_103_SL_5oxfDW.png
104,SL,cG3hSbrp7-86nRUS,https://qr-pascoa.vercel.app/pascoa?t=cG3hSbrp7-86nRUS,C:\Users\leonardo.maciel\Desktop\Pascoa\qr-pascoa\qrcodes\png\qr_104_SL_cG3hSb.png
105,SL,T7dxbnyVjwTVHYaw,https://qr-pascoa.vercel.app/pascoa?t=T7dxbnyVjwTVHYaw,C:\Users\leonardo.maciel\Desktop\Pascoa\qr-pascoa\qrcodes\png\qr_105_SL_T7dxbn.png
106,SL,598Nd-tRMsHzKu6O,https://qr-pascoa.vercel.app/pascoa?t=598Nd-tRMsHzKu6O,C:\Users\leonardo.maciel\Desktop\Pascoa\qr-pascoa\qrcodes\png\qr_106_SL_598Nd-.png
107,SL,3tomwlEUqUMpFzan,https://qr-pascoa.vercel.app/pascoa?t=3tomwlEUqUMpFzan,C:\Users\leonardo.maciel\Desktop\Pascoa\qr-pascoa\qrcodes\png\qr_107_SL_3tomwl.png
108,SL,_PesV9MMCFgUVyKy,https://qr-pascoa.vercel.app/pascoa?t=_PesV9MMCFgUVyKy,C:\Users\leonardo.maciel\Desktop\Pascoa\qr-pascoa\qrcodes\png\qr_108_SL__PesV9.png
109,SL,gCPmXv1k7zjO4AGm,https://qr-pascoa.vercel.app/pascoa?t=gCPmXv1k7zjO4AGm,C:\Users\leonardo.maciel\Desktop\Pascoa\qr-pascoa\qrcodes\png\qr_109_SL_gCPmXv.png
110,SL,3kRKVcDEyUbxMdZL,https://qr-pascoa.vercel.app/pascoa?t=3kRKVcDEyUbxMdZL,C:\Users\leonardo.maciel\Desktop\Pascoa\qr-pascoa\qrcodes\png\qr_110_SL_3kRKVc.png
111,SL,uXAdtnryiGIU_FJd,https://qr-pascoa.vercel.app/pascoa?t=uXAdtnryiGIU_FJd,C:\Users\leonardo.maciel\Desktop\Pascoa\qr-pascoa\qrcodes\png\qr_111_SL_uXAdtn.png
112,SL,vCW4GQJ-jwSyIOWi,https://qr-pascoa.vercel.app/pascoa?t=vCW4GQJ-jwSyIOWi,C:\Users\leonardo.maciel\Desktop\Pascoa\qr-pascoa\qrcodes\png\qr_112_SL_vCW4GQ.png
113,SL,xLgfGa_wuWIzV9RQ,https://qr-pascoa.vercel.app/pascoa?t=xLgfGa_wuWIzV9RQ,C:\Users\leonardo.maciel\Desktop\Pascoa\qr-pascoa\qrcodes\png\qr_113_SL_xLgfGa.png
